CD_CARGO,SQ_CANDIDATO,NM_CANDIDATO,CD_SITUACAO_CANDIDATURA,DS_SITUACAO_CANDIDATURA,CD_DETALHE_SITUACAO_CAND,DS_DETALHE_SITUACAO_CAND,TP_AGREMIACAO,NR_PARTIDO,SG_PARTIDO,NM_PARTIDO,NR_FEDERACAO,NM_FEDERACAO,SG_FEDERACAO,DS_COMPOSICAO_FEDERACAO,SQ_COLIGACAO,NM_COLIGACAO,DS_COMPOSICAO_COLIGACAO,NR_IDADE_DATA_POSSE,CD_GENERO,DS_GENERO,CD_GRAU_INSTRUCAO,DS_GRAU_INSTRUCAO,CD_ESTADO_CIVIL,DS_ESTADO_CIVIL,CD_COR_RACA,DS_COR_RACA,CD_OCUPACAO,DS_OCUPACAO,VR_DESPESA_MAX_CAMPANHA,CD_SIT_TOT_TURNO,DS_SIT_TOT_TURNO,ST_REELEICAO,ST_DECLARAR_BENS,NR_PROTOCOLO_CANDIDATURA,NR_PROCESSO,CD_SITUACAO_CANDIDATO_PLEITO,DS_SITUACAO_CANDIDATO_PLEITO,CD_SITUACAO_CANDIDATO_URNA,DS_SITUACAO_CANDIDATO_URNA,ST_CANDIDATO_INSERIDO_URNA,NM_TIPO_DESTINACAO_VOTOS,CD_SITUACAO_CANDIDATO_TOT,DS_SITUACAO_CANDIDATO_TOT,ST_PREST_CONTAS,ST_SUBSTITUIDO,SQ_SUBSTITUIDO,SQ_ORDEM_SUPLENCIA,DT_ACEITE_CANDIDATURA
7,250001610510,MARISTELA MORESCHI RIBEIRO NADER,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,19,PODE,PODEMOS,-1,#NULO#,#NULO#,#NULO#,250001681521,PARTIDO ISOLADO,PODE,53.0,4,FEMININO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,923,APOSENTADO (EXCETO SERVIDOR PÚBLICO),1270629.01,5,SUPLENTE,N,S,-1,6012363720226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,45,08/08/2022 15:28:51
6,250001643748,JORGE AUGUSTO FIGO PESSOA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,12,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,-1,#NULO#,#NULO#,#NULO#,250001683087,PARTIDO ISOLADO,PDT,46.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,257,EMPRESÁRIO,3176572.53,4,NÃO ELEITO,N,S,-1,6033244820226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,11/08/2022 17:16:49
7,250001643830,WAGNER DE AVILA RIBEIRO,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,20,PSC,PARTIDO SOCIAL CRISTÃO,-1,#NULO#,#NULO#,#NULO#,250001683088,PARTIDO ISOLADO,PSC,58.0,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,9,DIVORCIADO(A),1,BRANCA,190,FOTÓGRAFO E ASSEMELHADOS,1270629.01,5,SUPLENTE,N,S,-1,6032855120226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,37,11/08/2022 18:51:02
7,250001602136,LUIZ CLAUDIO VENANCIO ALVES,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,44,UNIÃO,UNIÃO BRASIL,-1,#NULO#,#NULO#,#NULO#,250001681143,PARTIDO ISOLADO,UNIÃO,55.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,131,ADVOGADO,1270629.01,5,SUPLENTE,N,S,-1,6006024120226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,38,02/08/2022 18:46:15
6,250001717145,LUIZ CARLOS RAMOS ARRUDA DA SILVA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,36,AGIR,AGIR,-1,#NULO#,#NULO#,#NULO#,250001685214,PARTIDO ISOLADO,AGIR,36.0,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,3,CASADO(A),2,PRETA,257,EMPRESÁRIO,3176572.53,4,NÃO ELEITO,N,S,-1,6038241720226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,15/08/2022 11:43:28
7,250001602129,JUAREZ PEREIRA DA SILVA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,44,UNIÃO,UNIÃO BRASIL,-1,#NULO#,#NULO#,#NULO#,250001681143,PARTIDO ISOLADO,UNIÃO,39.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),3,PARDA,999,OUTROS,1270629.01,5,SUPLENTE,N,S,-1,6005998620226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,18,02/08/2022 18:46:15
7,250001604999,CARLOS EDUARDO UTUARI,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,55,PSD,PARTIDO SOCIAL DEMOCRÁTICO,-1,#NULO#,#NULO#,#NULO#,250001681264,PARTIDO ISOLADO,PSD,45.0,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,SOLTEIRO(A),1,BRANCA,169,COMERCIANTE,1270629.01,5,SUPLENTE,N,S,-1,6007773520226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,52,04/08/2022 19:44:30
6,250001620756,APARECIDA SOUZA LIBERALINO ALVES,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,51,PATRIOTA,PATRIOTA,-1,#NULO#,#NULO#,#NULO#,250001682231,PARTIDO ISOLADO,PATRIOTA,37.0,4,FEMININO,6,ENSINO MÉDIO COMPLETO,3,CASADO(A),1,BRANCA,999,OUTROS,3176572.53,4,NÃO ELEITO,N,S,-1,6024757620226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,10/08/2022 15:54:40
6,250001611331,FREDERICK WASSEF,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,22,PL,PARTIDO LIBERAL,-1,#NULO#,#NULO#,#NULO#,250001681568,PARTIDO ISOLADO,PL,57.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,131,ADVOGADO,3176572.53,5,SUPLENTE,N,S,-1,6014529520226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,36,08/08/2022 17:18:03
6,250001651394,NELSON XIMENES JUNIOR,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,40,PSB,PARTIDO SOCIALISTA BRASILEIRO,-1,#NULO#,#NULO#,#NULO#,250001682213,PARTIDO ISOLADO,PSB,62.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,101,ENGENHEIRO,3176572.53,5,SUPLENTE,N,S,-1,6034284020226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,56,12/08/2022 17:00:23
6,250001643749,LEANDRO CSEIMAN DOURADO,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,12,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,-1,#NULO#,#NULO#,#NULO#,250001683087,PARTIDO ISOLADO,PDT,40.0,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,3,CASADO(A),1,BRANCA,206,INDUSTRIAL,3176572.53,4,NÃO ELEITO,N,S,-1,6033140420226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,11/08/2022 17:16:49
7,250001643660,ANTONIO CARLOS TRIGO,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,12,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,-1,#NULO#,#NULO#,#NULO#,250001683082,PARTIDO ISOLADO,PDT,55.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,SOLTEIRO(A),1,BRANCA,999,OUTROS,1270629.01,5,SUPLENTE,N,S,-1,6031279320226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,22,11/08/2022 16:28:17
6,250001643737,WESLEY LEONARDO CEZAR,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,12,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,-1,#NULO#,#NULO#,#NULO#,250001683087,PARTIDO ISOLADO,PDT,41.0,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,1,SOLTEIRO(A),1,BRANCA,257,EMPRESÁRIO,3176572.53,4,NÃO ELEITO,N,S,-1,6033357720226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,11/08/2022 17:16:49
6,250001677918,MARCELO ROBERTO PAOLILLO MARTINS,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,90,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,-1,#NULO#,#NULO#,#NULO#,250001684165,PARTIDO ISOLADO,PROS,58.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,121,ECONOMISTA,3176572.53,4,NÃO ELEITO,N,S,-1,6034994220226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,13/08/2022 19:27:29
7,250001614936,EDILSON GUARNIERI,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,14,PTB,PARTIDO TRABALHISTA BRASILEIRO,-1,#NULO#,#NULO#,#NULO#,250001681750,PARTIDO ISOLADO,PTB,57.0,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,9,DIVORCIADO(A),1,BRANCA,257,EMPRESÁRIO,1270629.01,4,NÃO ELEITO,N,N,-1,6021449420226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,09/08/2022 16:27:56
6,250001611854,PAULO CESAR DA SILVA FERREIRA,3,INAPTO,6,RENÚNCIA,PARTIDO ISOLADO,10,REPUBLICANOS,REPUBLICANOS,-1,#NULO#,#NULO#,#NULO#,250001681592,PARTIDO ISOLADO,REPUBLICANOS,52.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,257,EMPRESÁRIO,3176572.53,-1,#NULO#,N,S,-1,6017664120226260000,-1,#NULO#,-1,#NULO#,NÃO,#NULO#,-1,#NULO#,N,N,-1,-1,08/08/2022 18:23:31
6,250001640571,BEATRIZ BARBIERE OLIVEIRA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,21,PCB,PARTIDO COMUNISTA BRASILEIRO,-1,#NULO#,#NULO#,#NULO#,250001682902,PARTIDO ISOLADO,PCB,23.0,4,FEMININO,7,SUPERIOR INCOMPLETO,1,SOLTEIRO(A),2,PRETA,931,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",3176572.53,4,NÃO ELEITO,N,S,-1,6030404020226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,11/08/2022 19:18:46
7,250001621738,FRANCISCO MARCOS IRAN AQUINO ROLIM,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,70,AVANTE,AVANTE,-1,#NULO#,#NULO#,#NULO#,250001682281,PARTIDO ISOLADO,AVANTE,48.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,257,EMPRESÁRIO,1270629.01,4,NÃO ELEITO,N,S,-1,6026706120226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,10/08/2022 19:01:15
6,250001612142,ROSÂNGELA MARIA RIZZOLO CAMOLESE,12,APTO,2,DEFERIDO,FEDERAÇÃO,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,1,Federação PSDB Cidadania,PSDB/CIDADANIA,PSDB/CIDADANIA,250001681602,FEDERAÇÃO,PSDB/CIDADANIA,61.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,257,EMPRESÁRIO,3176572.53,5,SUPLENTE,N,S,-1,6019188920226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,19,08/08/2022 18:52:42
7,250001640569,GABRIEL VIGHY DE CARVALHO,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,21,PCB,PARTIDO COMUNISTA BRASILEIRO,-1,#NULO#,#NULO#,#NULO#,250001682901,PARTIDO ISOLADO,PCB,25.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,999,OUTROS,1270629.01,4,NÃO ELEITO,N,S,-1,6030378520226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,11/08/2022 19:05:22
6,250001604841,RENATO TAMAIO DE SOUZA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,14,PTB,PARTIDO TRABALHISTA BRASILEIRO,-1,#NULO#,#NULO#,#NULO#,250001681260,PARTIDO ISOLADO,PTB,55.0,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,3,CASADO(A),1,BRANCA,257,EMPRESÁRIO,3176572.53,4,NÃO ELEITO,N,N,-1,6007029320226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,04/08/2022 18:08:07
7,250001619333,ANTONIO CARLOS DE MORAES,12,APTO,2,DEFERIDO,FEDERAÇÃO,18,REDE,REDE SUSTENTABILIDADE,3,Federação PSOL REDE,PSOL/REDE,PSOL/REDE,250001682175,FEDERAÇÃO,PSOL/REDE,68.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,9,DIVORCIADO(A),1,BRANCA,403,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",1270629.01,5,SUPLENTE,N,S,-1,6022497120226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,82,10/08/2022 12:07:26
7,250001699854,DAVID MONTEIRO DE MELLO,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,-1,#NULO#,#NULO#,#NULO#,250001684724,PARTIDO ISOLADO,PRTB,56.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,9,DIVORCIADO(A),1,BRANCA,169,COMERCIANTE,1270629.01,4,NÃO ELEITO,N,S,-1,6036284720226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,14/08/2022 18:20:55
6,250001613983,SYLVIO MACEDO SOARES JUNIOR,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,33,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,-1,#NULO#,#NULO#,#NULO#,250001681693,PARTIDO ISOLADO,PMN,56.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,126,ANALISTA DE SISTEMAS,3176572.53,4,NÃO ELEITO,N,S,-1,6021223620226260000,2,DEFERIDO,4,INDEFERIDO COM RECURSO,SIM,Válido,2,Deferido,S,N,-1,-1,09/08/2022 13:17:08
6,250001620771,SINVAL MALHEIROS PINTO JUNIOR,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,51,PATRIOTA,PATRIOTA,-1,#NULO#,#NULO#,#NULO#,250001682231,PARTIDO ISOLADO,PATRIOTA,71.0,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,9,DIVORCIADO(A),1,BRANCA,111,MÉDICO,3176572.53,4,NÃO ELEITO,N,N,-1,6025277220226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,10/08/2022 15:54:40
6,250001639646,MARCELO APARECIDO DA SILVA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,10,REPUBLICANOS,REPUBLICANOS,-1,#NULO#,#NULO#,#NULO#,250001681592,PARTIDO ISOLADO,REPUBLICANOS,50.0,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,3,CASADO(A),1,BRANCA,593,DESPACHANTE,3176572.53,5,SUPLENTE,N,S,-1,6028351120226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,61,11/08/2022 16:04:29
6,250001622055,JOSÉ DOMINGOS BITTENCOURT,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,70,AVANTE,AVANTE,-1,#NULO#,#NULO#,#NULO#,250001682296,PARTIDO ISOLADO,AVANTE,65.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,131,ADVOGADO,3176572.53,4,NÃO ELEITO,N,S,-1,6027571720226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,10/08/2022 20:07:05
7,250001620659,PERMÍNIO MONTEIRO DA SILVA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,40,PSB,PARTIDO SOCIALISTA BRASILEIRO,-1,#NULO#,#NULO#,#NULO#,250001682228,PARTIDO ISOLADO,PSB,56.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),2,PRETA,278,VEREADOR,1270629.01,5,SUPLENTE,N,S,-1,6024653220226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,14,10/08/2022 15:32:28
6,250001613803,MARIO DONIZETE D ANDREA,12,APTO,2,DEFERIDO,FEDERAÇÃO,18,REDE,REDE SUSTENTABILIDADE,3,Federação PSOL REDE,PSOL/REDE,PSOL/REDE,250001681689,FEDERAÇÃO,PSOL/REDE,47.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,125,ADMINISTRADOR,3176572.53,5,SUPLENTE,N,S,-1,6020366520226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,50,09/08/2022 12:36:37
7,250001610460,ELVIO ANTONIO PINOTTI NETO,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,19,PODE,PODEMOS,-1,#NULO#,#NULO#,#NULO#,250001681521,PARTIDO ISOLADO,PODE,38.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,111,MÉDICO,1270629.01,5,SUPLENTE,N,S,-1,6012380720226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,34,08/08/2022 15:28:51
7,250001610485,ELISÂNGELA VENTURA ROCHA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,19,PODE,PODEMOS,-1,#NULO#,#NULO#,#NULO#,250001681521,PARTIDO ISOLADO,PODE,49.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,394,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,1270629.01,5,SUPLENTE,N,N,-1,6012770420226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,83,08/08/2022 15:28:51
6,250001597682,ANDRÉA DE OLIVEIRA MORAES,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,30,NOVO,PARTIDO NOVO,-1,#NULO#,#NULO#,#NULO#,250001680945,PARTIDO ISOLADO,NOVO,57.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,922,SERVIDOR PÚBLICO CIVIL APOSENTADO,3176572.53,5,SUPLENTE,N,S,-1,6003227020226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,20,28/07/2022 17:05:52
7,250001643684,MIRELLE CRISTINA DE SOUZA BUENO,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,12,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,-1,#NULO#,#NULO#,#NULO#,250001683082,PARTIDO ISOLADO,PDT,31.0,4,FEMININO,7,SUPERIOR INCOMPLETO,1,SOLTEIRO(A),1,BRANCA,158,TÉCNICO EM INFORMÁTICA,1270629.01,5,SUPLENTE,N,N,-1,6031824420226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,69,11/08/2022 16:28:17
6,250001677905,NEUSA ANTONIA PERINO,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,90,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,-1,#NULO#,#NULO#,#NULO#,250001684165,PARTIDO ISOLADO,PROS,49.0,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,SOLTEIRO(A),1,BRANCA,390,SECRETÁRIO E DATILÓGRAFO,3176572.53,4,NÃO ELEITO,N,S,-1,6035107120226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,13/08/2022 19:27:29
7,250001619311,MARINA MEDEIROS HELOU,12,APTO,2,DEFERIDO,FEDERAÇÃO,18,REDE,REDE SUSTENTABILIDADE,3,Federação PSOL REDE,PSOL/REDE,PSOL/REDE,250001682175,FEDERAÇÃO,PSOL/REDE,35.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,277,DEPUTADO,1270629.01,2,ELEITO POR QP,S,S,-1,6023146620226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,10/08/2022 12:07:26
7,250001643661,ANTONIO DA ROCHA MARMO CEZAR,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,12,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,-1,#NULO#,#NULO#,#NULO#,250001683082,PARTIDO ISOLADO,PDT,70.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,277,DEPUTADO,1270629.01,5,SUPLENTE,S,S,-1,6031304820226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,1,11/08/2022 16:28:17
6,250001606103,AMANDA ROSA MARIA SILVA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,77,SOLIDARIEDADE,SOLIDARIEDADE,-1,#NULO#,#NULO#,#NULO#,250001681312,PARTIDO ISOLADO,SOLIDARIEDADE,43.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,113,ENFERMEIRO,3176572.53,5,SUPLENTE,N,S,-1,6008492220226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,20,05/08/2022 16:02:00
7,250001609994,MARIA DO CARMO GUILHERME,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,15,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,-1,#NULO#,#NULO#,#NULO#,250001681484,PARTIDO ISOLADO,MDB,61.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,923,APOSENTADO (EXCETO SERVIDOR PÚBLICO),1270629.01,5,SUPLENTE,N,S,-1,6010458920226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,8,08/08/2022 14:07:11
7,250001611443,FAOUAZ TAHA,12,APTO,2,DEFERIDO,FEDERAÇÃO,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,1,Federação PSDB Cidadania,PSDB/CIDADANIA,PSDB/CIDADANIA,250001681575,FEDERAÇÃO,PSDB/CIDADANIA,34.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,278,VEREADOR,1270629.01,5,SUPLENTE,N,S,-1,6015732620226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,4,08/08/2022 17:36:27
6,250001620769,CARLOS ANTONIO FERREIRA DOS SANTOS,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,51,PATRIOTA,PATRIOTA,-1,#NULO#,#NULO#,#NULO#,250001682231,PARTIDO ISOLADO,PATRIOTA,56.0,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,3,CASADO(A),3,PARDA,999,OUTROS,3176572.53,4,NÃO ELEITO,N,S,-1,6024860820226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,10/08/2022 15:54:40
7,250001721369,OSNI RAMOS JUNIOR,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,36,AGIR,AGIR,-1,#NULO#,#NULO#,#NULO#,250001685371,PARTIDO ISOLADO,AGIR,39.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,131,ADVOGADO,1270629.01,4,NÃO ELEITO,N,S,-1,6039913420226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,15/08/2022 14:10:02
7,250001643635,ALEXSANDRA OLIVEIRA BEZERRA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,12,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,-1,#NULO#,#NULO#,#NULO#,250001683082,PARTIDO ISOLADO,PDT,28.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,230,PEDAGOGO,1270629.01,5,SUPLENTE,N,N,-1,6031287820226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,44,11/08/2022 16:28:17
7,250001621409,RONALDO AUGUSTO BRETAS MARZAGÃO JUNIOR,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,51,PATRIOTA,PATRIOTA,-1,#NULO#,#NULO#,#NULO#,250001682264,PARTIDO ISOLADO,PATRIOTA,49.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,999,OUTROS,1270629.01,4,NÃO ELEITO,N,S,-1,6026117320226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,10/08/2022 18:12:28
7,250001620587,LISETE GOMES DAS NEVES,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,40,PSB,PARTIDO SOCIALISTA BRASILEIRO,-1,#NULO#,#NULO#,#NULO#,250001682228,PARTIDO ISOLADO,PSB,55.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),3,PARDA,230,PEDAGOGO,1270629.01,5,SUPLENTE,N,S,-1,6024601020226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,64,10/08/2022 15:32:28
7,250001597798,TAIS ALEXANDRE ZUZA CUSTÓDIO,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,30,NOVO,PARTIDO NOVO,-1,#NULO#,#NULO#,#NULO#,250001680946,PARTIDO ISOLADO,NOVO,46.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),2,PRETA,132,PSICÓLOGO,1270629.01,5,SUPLENTE,N,S,-1,6004404620226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,17,28/07/2022 17:48:08
6,250001606068,MÁRIO DE OLIVEIRA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,77,SOLIDARIEDADE,SOLIDARIEDADE,-1,#NULO#,#NULO#,#NULO#,250001681312,PARTIDO ISOLADO,SOLIDARIEDADE,63.0,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,9,DIVORCIADO(A),1,BRANCA,169,COMERCIANTE,3176572.53,5,SUPLENTE,N,N,-1,6008718020226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,29,05/08/2022 16:02:00
6,250001604814,ADRIANA RAMOS AFONSO EL RIFAI,3,INAPTO,6,RENÚNCIA,PARTIDO ISOLADO,14,PTB,PARTIDO TRABALHISTA BRASILEIRO,-1,#NULO#,#NULO#,#NULO#,250001681260,PARTIDO ISOLADO,PTB,58.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,257,EMPRESÁRIO,3176572.53,4,NÃO ELEITO,N,S,-1,6006474520226260000,6,RENÚNCIA,2,DEFERIDO,SIM,Nulo técnico,6,Renúncia,S,N,-1,-1,04/08/2022 18:08:07
